OrderID,OrderDate,ShipDate,CustomerID,CustomerName,Gender,Age,City,State,Region,ProductID,ProductName,Category,SubCategory,Quantity,UnitPrice,Discount,Sales,Cost,Profit,PaymentMode,SalesPerson,Segment,Channel,Returned
2887,2024-10-25,2024-10-31,C3389,Customer 520,Male,21,Bengaluru,Karnataka,South,P759,Desk,Furniture,Office,3,227.48,0.2,545.95,477.71,68.24,Cash,Rahul,Consumer,Online,Yes
2888,2025-03-08,2025-03-13,C6696,Customer 401,Female,57,Delhi,Delhi,North,P252,Desk,Furniture,Office,1,222.43,0.2,177.94,155.7,22.24,Debit Card,Rahul,Home Office,Retail,No
2889,2024-11-22,2024-11-24,C4085,Customer 957,Male,45,Mumbai,Maharashtra,West,P870,Desk,Furniture,Office,5,242.47,0.1,1091.12,848.64,242.48,UPI,Karan,Corporate,Online,No
2890,2024-02-04,2024-02-11,C8795,Customer 2676,Male,32,Delhi,Delhi,North,P757,Printer,Electronics,Office,5,151.44,0.05,719.34,530.04,189.3,UPI,Sneha,Corporate,Online,Yes
2891,2025-12-01,2025-12-02,C8922,Customer 2194,Female,54,Bengaluru,Karnataka,South,P955,Headphones,Electronics,Audio,10,91.13,0.0,911.3,637.91,273.39,UPI,Priya,Home Office,Retail,Yes
2892,2024-04-24,2024-04-29,C2744,Customer 2849,Female,58,Kolkata,West Bengal,East,P979,Headphones,Electronics,Audio,4,95.49,0.1,343.76,267.37,76.39,UPI,Sneha,Corporate,Retail,No
2893,2025-05-25,2025-05-27,C8680,Customer 1019,Female,56,Pune,Maharashtra,West,P589,Chair,Furniture,Office,4,113.81,0.2,364.19,318.67,45.52,Credit Card,Amit,Home Office,Retail,No
2894,2024-06-08,2024-06-15,C6239,Customer 200,Female,18,Delhi,Delhi,North,P914,Phone,Electronics,Mobiles,2,533.15,0.15,906.35,746.41,159.94,Net Banking,Neha,Corporate,Online,Yes
2895,2024-04-28,2024-05-03,C5401,Customer 2639,Male,65,Delhi,Delhi,North,P735,Headphones,Electronics,Audio,7,81.82,0.15,486.83,400.92,85.91,UPI,Neha,Home Office,Online,No
2896,2025-11-03,2025-11-06,C3509,Customer 2057,Male,51,Mumbai,Maharashtra,West,P373,Headphones,Electronics,Audio,6,79.46,0.2,381.41,333.73,47.68,Cash,Sneha,Consumer,Retail,No
2897,2025-06-01,2025-06-02,C5718,Customer 316,Female,58,Bengaluru,Karnataka,South,P197,Phone,Electronics,Mobiles,10,521.12,0.05,4950.64,3647.84,1302.8,Credit Card,Karan,Corporate,Retail,Yes
2898,2025-12-07,2025-12-13,C9401,Customer 2647,Male,50,Chennai,Tamil Nadu,South,P645,Printer,Electronics,Office,7,156.78,0.15,932.84,768.22,164.62,Credit Card,Priya,Home Office,Online,Yes
2899,2024-05-05,2024-05-07,C3286,Customer 2271,Male,28,Chennai,Tamil Nadu,South,P314,Laptop,Electronics,Computers,8,822.23,0.1,5920.06,4604.49,1315.57,Debit Card,Amit,Consumer,Retail,No
2900,2025-05-12,2025-05-16,C9504,Customer 1410,Female,25,Pune,Maharashtra,West,P534,Chair,Furniture,Office,1,135.58,0.05,128.8,94.91,33.89,Debit Card,Sneha,Corporate,Online,No
2901,2024-04-04,2024-04-06,C4090,Customer 590,Male,38,Delhi,Delhi,North,P766,Phone,Electronics,Mobiles,8,530.54,0.15,3607.67,2971.02,636.65,Cash,Neha,Home Office,Retail,No
2902,2024-07-03,2024-07-10,C5139,Customer 759,Male,46,Mumbai,Maharashtra,West,P708,Printer,Electronics,Office,5,196.01,0.0,980.05,686.03,294.02,Debit Card,Priya,Corporate,Online,No
2903,2025-10-27,2025-11-01,C3350,Customer 1403,Male,60,Bengaluru,Karnataka,South,P437,Laptop,Electronics,Computers,10,758.49,0.1,6826.41,5309.43,1516.98,Net Banking,Neha,Home Office,Retail,Yes
2904,2025-10-18,2025-10-25,C9055,Customer 2025,Male,43,Mumbai,Maharashtra,West,P402,Headphones,Electronics,Audio,6,75.48,0.2,362.3,317.02,45.28,Debit Card,Priya,Consumer,Retail,No
2905,2025-04-09,2025-04-11,C3091,Customer 2388,Male,23,Pune,Maharashtra,West,P345,Headphones,Electronics,Audio,2,77.51,0.0,155.02,108.51,46.51,UPI,Amit,Consumer,Online,Yes
2906,2025-11-02,2025-11-04,C7110,Customer 2771,Male,29,Mumbai,Maharashtra,West,P989,Laptop,Electronics,Computers,1,693.12,0.05,658.46,485.18,173.28,UPI,Priya,Home Office,Retail,No
2907,2025-12-29,2026-01-04,C3971,Customer 935,Male,20,Mumbai,Maharashtra,West,P671,Phone,Electronics,Mobiles,4,427.89,0.05,1625.98,1198.09,427.89,Cash,Neha,Home Office,Retail,No
2908,2024-03-01,2024-03-08,C2717,Customer 1019,Female,18,Kolkata,West Bengal,East,P639,Printer,Electronics,Office,10,165.92,0.2,1327.36,1161.44,165.92,UPI,Karan,Corporate,Online,No
2909,2025-09-24,2025-09-26,C4044,Customer 576,Female,59,Mumbai,Maharashtra,West,P155,Phone,Electronics,Mobiles,2,484.85,0.2,775.76,678.79,96.97,Net Banking,Amit,Home Office,Online,No
2910,2024-03-10,2024-03-13,C9903,Customer 1236,Female,63,Mumbai,Maharashtra,West,P712,Headphones,Electronics,Audio,4,66.38,0.15,225.69,185.86,39.83,Net Banking,Karan,Consumer,Online,Yes
2911,2025-03-30,2025-04-05,C9908,Customer 506,Male,32,Delhi,Delhi,North,P912,Printer,Electronics,Office,8,207.93,0.05,1580.27,1164.41,415.86,Debit Card,Priya,Consumer,Retail,No
2912,2025-02-09,2025-02-11,C8999,Customer 63,Male,38,Delhi,Delhi,North,P338,Chair,Furniture,Office,6,110.81,0.15,565.13,465.4,99.73,UPI,Rahul,Home Office,Online,Yes
2913,2024-09-27,2024-10-02,C3935,Customer 2313,Male,51,Chennai,Tamil Nadu,South,P429,Laptop,Electronics,Computers,2,778.14,0.0,1556.28,1089.4,466.88,Credit Card,Neha,Home Office,Retail,No
2914,2025-05-07,2025-05-12,C4591,Customer 1903,Male,41,Hyderabad,Telangana,South,P536,Phone,Electronics,Mobiles,6,503.09,0.1,2716.69,2112.98,603.71,UPI,Amit,Corporate,Online,Yes
2915,2024-02-04,2024-02-08,C1997,Customer 2641,Female,31,Kolkata,West Bengal,East,P883,Laptop,Electronics,Computers,7,675.07,0.15,4016.67,3307.84,708.83,Debit Card,Amit,Consumer,Online,No
2916,2025-12-14,2025-12-15,C1418,Customer 2437,Male,49,Mumbai,Maharashtra,West,P310,Headphones,Electronics,Audio,6,74.78,0.05,426.25,314.08,112.17,Credit Card,Neha,Corporate,Online,Yes
2917,2025-05-14,2025-05-18,C8956,Customer 2344,Male,19,Hyderabad,Telangana,South,P524,Laptop,Electronics,Computers,8,562.36,0.05,4273.94,3149.22,1124.72,Credit Card,Karan,Home Office,Online,Yes
2918,2024-01-15,2024-01-18,C2581,Customer 1603,Male,35,Delhi,Delhi,North,P559,Headphones,Electronics,Audio,3,65.44,0.05,186.5,137.42,49.08,UPI,Neha,Corporate,Retail,No
2919,2025-05-04,2025-05-06,C6381,Customer 551,Male,39,Pune,Maharashtra,West,P833,Chair,Furniture,Office,6,98.91,0.15,504.44,415.42,89.02,Debit Card,Priya,Corporate,Online,Yes
2920,2024-01-25,2024-02-01,C9990,Customer 2710,Male,32,Bengaluru,Karnataka,South,P421,Phone,Electronics,Mobiles,1,524.28,0.15,445.64,367.0,78.64,UPI,Amit,Home Office,Online,No
2921,2025-07-06,2025-07-13,C6351,Customer 2884,Female,65,Kolkata,West Bengal,East,P813,Printer,Electronics,Office,5,163.99,0.15,696.96,573.97,122.99,Net Banking,Amit,Home Office,Retail,No
2922,2024-10-28,2024-10-30,C2391,Customer 1516,Female,44,Mumbai,Maharashtra,West,P595,Chair,Furniture,Office,5,98.67,0.1,444.02,345.34,98.68,UPI,Amit,Home Office,Online,Yes
2923,2024-04-29,2024-05-05,C4976,Customer 146,Male,22,Bengaluru,Karnataka,South,P329,Printer,Electronics,Office,8,201.52,0.2,1289.73,1128.51,161.22,UPI,Sneha,Consumer,Retail,Yes
2924,2024-12-23,2024-12-29,C1313,Customer 2339,Male,34,Chennai,Tamil Nadu,South,P902,Headphones,Electronics,Audio,1,76.4,0.15,64.94,53.48,11.46,UPI,Priya,Corporate,Retail,No
2925,2024-01-06,2024-01-07,C7755,Customer 1044,Female,34,Mumbai,Maharashtra,West,P738,Laptop,Electronics,Computers,5,570.47,0.1,2567.12,1996.65,570.47,Cash,Priya,Home Office,Online,No
2926,2025-07-02,2025-07-09,C5621,Customer 2260,Male,36,Bengaluru,Karnataka,South,P505,Chair,Furniture,Office,3,113.34,0.0,340.02,238.01,102.01,Cash,Neha,Corporate,Retail,No
2927,2024-03-02,2024-03-03,C6429,Customer 325,Male,50,Pune,Maharashtra,West,P214,Headphones,Electronics,Audio,1,86.29,0.2,69.03,60.4,8.63,Debit Card,Sneha,Consumer,Retail,No
2928,2024-06-30,2024-07-06,C7031,Customer 2319,Female,56,Chennai,Tamil Nadu,South,P123,Chair,Furniture,Office,1,122.73,0.0,122.73,85.91,36.82,UPI,Neha,Consumer,Retail,Yes
2929,2025-03-25,2025-04-01,C5497,Customer 1971,Female,64,Kolkata,West Bengal,East,P777,Laptop,Electronics,Computers,8,631.88,0.15,4296.78,3538.53,758.25,Cash,Neha,Consumer,Online,Yes
2930,2024-06-09,2024-06-15,C1948,Customer 665,Female,37,Pune,Maharashtra,West,P484,Laptop,Electronics,Computers,10,688.4,0.15,5851.4,4818.8,1032.6,Credit Card,Priya,Home Office,Retail,No
2931,2024-10-11,2024-10-15,C3949,Customer 1030,Female,23,Hyderabad,Telangana,South,P780,Desk,Furniture,Office,5,236.55,0.2,946.2,827.92,118.28,Net Banking,Neha,Consumer,Online,Yes
2932,2024-09-04,2024-09-11,C9079,Customer 2918,Male,55,Bengaluru,Karnataka,South,P568,Printer,Electronics,Office,3,163.57,0.1,441.64,343.5,98.14,UPI,Karan,Consumer,Retail,No
2933,2025-06-26,2025-07-01,C7299,Customer 1392,Female,43,Delhi,Delhi,North,P340,Laptop,Electronics,Computers,1,720.84,0.1,648.76,504.59,144.17,Net Banking,Neha,Home Office,Retail,No
2934,2025-07-27,2025-07-28,C7849,Customer 1044,Female,31,Chennai,Tamil Nadu,South,P563,Desk,Furniture,Office,4,247.84,0.15,842.66,693.95,148.71,Net Banking,Amit,Corporate,Online,No
2935,2024-05-31,2024-06-03,C3008,Customer 1735,Male,52,Mumbai,Maharashtra,West,P685,Headphones,Electronics,Audio,2,91.36,0.15,155.31,127.9,27.41,Cash,Rahul,Corporate,Retail,No
2936,2025-03-18,2025-03-22,C2974,Customer 2464,Male,41,Chennai,Tamil Nadu,South,P267,Desk,Furniture,Office,1,269.21,0.0,269.21,188.45,80.76,Cash,Rahul,Consumer,Retail,Yes
2937,2024-04-25,2024-04-29,C9699,Customer 1455,Female,46,Bengaluru,Karnataka,South,P426,Headphones,Electronics,Audio,8,91.05,0.0,728.4,509.88,218.52,Net Banking,Amit,Consumer,Retail,No
2938,2024-08-05,2024-08-12,C5546,Customer 1825,Female,48,Chennai,Tamil Nadu,South,P944,Headphones,Electronics,Audio,7,79.52,0.1,500.98,389.65,111.33,Credit Card,Rahul,Consumer,Retail,No
2939,2025-04-24,2025-04-25,C7037,Customer 1156,Female,57,Pune,Maharashtra,West,P388,Chair,Furniture,Office,1,129.47,0.1,116.52,90.63,25.89,Credit Card,Sneha,Home Office,Retail,No
2940,2024-11-27,2024-11-29,C5408,Customer 1463,Female,64,Delhi,Delhi,North,P444,Desk,Furniture,Office,4,249.06,0.1,896.62,697.37,199.25,Cash,Priya,Home Office,Retail,Yes
2941,2024-09-04,2024-09-11,C6471,Customer 109,Female,31,Delhi,Delhi,North,P899,Printer,Electronics,Office,5,213.95,0.0,1069.75,748.82,320.93,Credit Card,Sneha,Corporate,Online,No
2942,2025-04-26,2025-04-28,C6357,Customer 2754,Female,21,Hyderabad,Telangana,South,P834,Printer,Electronics,Office,3,178.19,0.2,427.66,374.2,53.46,Net Banking,Karan,Corporate,Online,No
2943,2025-02-16,2025-02-17,C1509,Customer 2606,Male,47,Pune,Maharashtra,West,P545,Desk,Furniture,Office,7,281.1,0.2,1574.16,1377.39,196.77,UPI,Rahul,Home Office,Online,No
2944,2024-07-20,2024-07-26,C7522,Customer 421,Female,40,Delhi,Delhi,North,P329,Laptop,Electronics,Computers,1,828.94,0.2,663.15,580.26,82.89,Cash,Priya,Corporate,Retail,Yes
2945,2024-10-11,2024-10-15,C2830,Customer 1596,Male,61,Mumbai,Maharashtra,West,P538,Desk,Furniture,Office,5,256.43,0.0,1282.15,897.5,384.65,Net Banking,Rahul,Consumer,Retail,Yes
2946,2024-12-17,2024-12-22,C2211,Customer 1429,Female,57,Pune,Maharashtra,West,P587,Chair,Furniture,Office,1,100.76,0.2,80.61,70.53,10.08,Net Banking,Amit,Corporate,Online,Yes
2947,2024-02-24,2024-02-28,C4534,Customer 1262,Male,27,Chennai,Tamil Nadu,South,P313,Laptop,Electronics,Computers,1,706.69,0.05,671.36,494.68,176.68,Cash,Rahul,Consumer,Online,No
2948,2025-08-10,2025-08-17,C1061,Customer 370,Female,61,Chennai,Tamil Nadu,South,P691,Phone,Electronics,Mobiles,5,524.7,0.0,2623.5,1836.45,787.05,UPI,Karan,Home Office,Online,Yes
2949,2025-10-22,2025-10-28,C1645,Customer 1013,Male,24,Pune,Maharashtra,West,P655,Headphones,Electronics,Audio,5,77.46,0.1,348.57,271.11,77.46,Debit Card,Karan,Corporate,Online,No
2950,2025-03-21,2025-03-24,C1450,Customer 773,Male,54,Hyderabad,Telangana,South,P933,Chair,Furniture,Office,2,142.91,0.05,271.53,200.07,71.46,Credit Card,Rahul,Home Office,Retail,No
2951,2025-11-27,2025-12-01,C5752,Customer 774,Male,64,Chennai,Tamil Nadu,South,P593,Headphones,Electronics,Audio,5,68.93,0.2,275.72,241.25,34.47,UPI,Sneha,Home Office,Retail,Yes
2952,2025-06-26,2025-07-01,C4953,Customer 1256,Female,21,Delhi,Delhi,North,P852,Desk,Furniture,Office,4,247.4,0.15,841.16,692.72,148.44,Debit Card,Amit,Home Office,Online,No
2953,2025-05-01,2025-05-08,C4348,Customer 306,Female,28,Pune,Maharashtra,West,P466,Printer,Electronics,Office,2,215.67,0.2,345.07,301.94,43.13,Credit Card,Rahul,Corporate,Online,Yes
2954,2025-03-10,2025-03-14,C9372,Customer 1008,Female,27,Hyderabad,Telangana,South,P504,Headphones,Electronics,Audio,3,72.89,0.1,196.8,153.07,43.73,Net Banking,Sneha,Corporate,Retail,Yes
2955,2025-06-06,2025-06-12,C3809,Customer 2157,Female,46,Hyderabad,Telangana,South,P269,Headphones,Electronics,Audio,5,91.54,0.0,457.7,320.39,137.31,Net Banking,Priya,Corporate,Retail,No
2956,2025-07-05,2025-07-09,C7216,Customer 2888,Male,56,Hyderabad,Telangana,South,P486,Laptop,Electronics,Computers,1,642.48,0.15,546.11,449.74,96.37,Net Banking,Priya,Corporate,Online,No
2957,2024-04-12,2024-04-18,C1822,Customer 577,Male,36,Delhi,Delhi,North,P120,Desk,Furniture,Office,4,207.43,0.2,663.78,580.8,82.98,UPI,Amit,Home Office,Online,No
2958,2024-04-14,2024-04-19,C5085,Customer 2820,Male,47,Mumbai,Maharashtra,West,P157,Phone,Electronics,Mobiles,10,555.12,0.1,4996.08,3885.84,1110.24,Debit Card,Priya,Corporate,Retail,Yes
2959,2024-10-25,2024-10-30,C4432,Customer 1516,Male,22,Bengaluru,Karnataka,South,P777,Phone,Electronics,Mobiles,6,463.57,0.0,2781.42,1946.99,834.43,Credit Card,Amit,Consumer,Retail,No
2960,2025-01-13,2025-01-17,C1942,Customer 2845,Male,64,Bengaluru,Karnataka,South,P814,Phone,Electronics,Mobiles,2,562.52,0.15,956.28,787.53,168.75,Credit Card,Sneha,Home Office,Retail,No
2961,2025-08-03,2025-08-05,C9186,Customer 956,Male,29,Mumbai,Maharashtra,West,P206,Desk,Furniture,Office,6,241.49,0.0,1448.94,1014.26,434.68,Cash,Neha,Corporate,Online,Yes
2962,2025-09-01,2025-09-05,C2600,Customer 2706,Female,54,Kolkata,West Bengal,East,P275,Printer,Electronics,Office,1,150.01,0.0,150.01,105.01,45.0,Cash,Neha,Consumer,Online,Yes
2963,2025-11-24,2025-11-27,C7246,Customer 1371,Female,62,Mumbai,Maharashtra,West,P707,Laptop,Electronics,Computers,7,581.66,0.2,3257.3,2850.13,407.17,Cash,Priya,Consumer,Online,No
2964,2024-03-28,2024-03-31,C8716,Customer 342,Male,53,Pune,Maharashtra,West,P828,Chair,Furniture,Office,9,130.65,0.1,1058.27,823.1,235.17,Credit Card,Amit,Corporate,Retail,Yes
2965,2024-03-25,2024-03-28,C6373,Customer 2504,Female,21,Chennai,Tamil Nadu,South,P950,Phone,Electronics,Mobiles,2,541.55,0.2,866.48,758.17,108.31,Debit Card,Priya,Corporate,Online,No
2966,2025-05-21,2025-05-25,C5205,Customer 2058,Female,42,Hyderabad,Telangana,South,P253,Desk,Furniture,Office,7,204.97,0.1,1291.31,1004.35,286.96,UPI,Priya,Corporate,Online,No
2967,2024-06-22,2024-06-24,C5316,Customer 2716,Female,25,Delhi,Delhi,North,P899,Desk,Furniture,Office,5,275.71,0.15,1171.77,964.98,206.79,Cash,Rahul,Corporate,Online,Yes
2968,2025-05-25,2025-06-01,C2591,Customer 1568,Male,41,Bengaluru,Karnataka,South,P669,Laptop,Electronics,Computers,2,644.03,0.2,1030.45,901.64,128.81,Credit Card,Amit,Home Office,Retail,No
2969,2024-12-28,2025-01-01,C7249,Customer 1336,Male,34,Mumbai,Maharashtra,West,P377,Headphones,Electronics,Audio,3,76.85,0.2,184.44,161.38,23.06,UPI,Amit,Corporate,Retail,Yes
2970,2025-10-01,2025-10-04,C9684,Customer 2207,Male,62,Kolkata,West Bengal,East,P454,Phone,Electronics,Mobiles,7,498.74,0.0,3491.18,2443.83,1047.35,Credit Card,Amit,Corporate,Online,Yes
2971,2025-03-24,2025-03-30,C7729,Customer 2089,Female,57,Hyderabad,Telangana,South,P554,Printer,Electronics,Office,7,214.52,0.05,1426.56,1051.15,375.41,Credit Card,Rahul,Consumer,Retail,Yes
2972,2025-02-24,2025-03-02,C1091,Customer 1824,Female,60,Hyderabad,Telangana,South,P651,Printer,Electronics,Office,9,152.38,0.05,1302.85,959.99,342.86,Credit Card,Priya,Home Office,Online,Yes
2973,2025-03-15,2025-03-20,C8739,Customer 632,Male,56,Mumbai,Maharashtra,West,P866,Chair,Furniture,Office,4,116.44,0.2,372.61,326.03,46.58,Cash,Priya,Corporate,Online,Yes
2974,2024-11-16,2024-11-19,C9098,Customer 1772,Male,23,Mumbai,Maharashtra,West,P804,Desk,Furniture,Office,2,232.24,0.0,464.48,325.14,139.34,Cash,Rahul,Consumer,Online,Yes
2975,2025-04-04,2025-04-08,C6940,Customer 1871,Female,24,Hyderabad,Telangana,South,P642,Chair,Furniture,Office,3,120.33,0.1,324.89,252.69,72.2,Cash,Priya,Corporate,Online,No
2976,2025-03-14,2025-03-18,C3897,Customer 2267,Male,37,Pune,Maharashtra,West,P700,Printer,Electronics,Office,2,187.5,0.05,356.25,262.5,93.75,Credit Card,Rahul,Consumer,Online,Yes
2977,2024-04-23,2024-04-26,C8950,Customer 2191,Male,30,Pune,Maharashtra,West,P532,Desk,Furniture,Office,3,274.53,0.2,658.87,576.51,82.36,Cash,Rahul,Home Office,Online,Yes
2978,2024-06-23,2024-06-29,C5695,Customer 2819,Female,58,Kolkata,West Bengal,East,P999,Laptop,Electronics,Computers,6,726.04,0.1,3920.62,3049.37,871.25,Cash,Karan,Home Office,Online,Yes
2979,2024-06-29,2024-07-05,C1996,Customer 2180,Male,44,Kolkata,West Bengal,East,P198,Phone,Electronics,Mobiles,6,551.07,0.05,3141.1,2314.49,826.61,Credit Card,Karan,Home Office,Online,Yes
2980,2025-01-01,2025-01-05,C3759,Customer 2940,Male,65,Kolkata,West Bengal,East,P769,Printer,Electronics,Office,1,201.03,0.15,170.88,140.72,30.16,Cash,Sneha,Consumer,Retail,Yes
2981,2024-08-19,2024-08-22,C2730,Customer 1303,Male,43,Delhi,Delhi,North,P548,Headphones,Electronics,Audio,6,92.32,0.2,443.14,387.74,55.4,Cash,Amit,Corporate,Retail,Yes
2982,2025-08-09,2025-08-13,C7320,Customer 223,Male,41,Kolkata,West Bengal,East,P349,Chair,Furniture,Office,9,137.26,0.05,1173.57,864.74,308.83,Cash,Karan,Corporate,Online,Yes
2983,2024-03-03,2024-03-08,C1753,Customer 2252,Male,42,Pune,Maharashtra,West,P729,Phone,Electronics,Mobiles,6,574.62,0.1,3102.95,2413.4,689.55,UPI,Amit,Home Office,Retail,No
2984,2024-07-28,2024-08-04,C4278,Customer 2606,Female,25,Chennai,Tamil Nadu,South,P872,Headphones,Electronics,Audio,8,93.16,0.2,596.22,521.7,74.52,Credit Card,Amit,Home Office,Online,No
2985,2025-02-02,2025-02-05,C4791,Customer 112,Male,35,Hyderabad,Telangana,South,P540,Chair,Furniture,Office,9,109.79,0.05,938.7,691.68,247.02,Credit Card,Neha,Home Office,Retail,No
2986,2024-01-02,2024-01-08,C5520,Customer 2316,Male,48,Hyderabad,Telangana,South,P481,Headphones,Electronics,Audio,8,92.4,0.15,628.32,517.44,110.88,Net Banking,Amit,Corporate,Retail,No
2987,2025-09-17,2025-09-18,C5305,Customer 1925,Male,26,Chennai,Tamil Nadu,South,P600,Chair,Furniture,Office,9,135.43,0.0,1218.87,853.21,365.66,Net Banking,Karan,Consumer,Online,No
2988,2025-03-11,2025-03-14,C6253,Customer 2583,Male,25,Delhi,Delhi,North,P738,Laptop,Electronics,Computers,4,561.23,0.0,2244.92,1571.44,673.48,Net Banking,Rahul,Corporate,Retail,No
2989,2025-05-08,2025-05-10,C8941,Customer 1260,Male,42,Hyderabad,Telangana,South,P263,Headphones,Electronics,Audio,1,81.34,0.05,77.27,56.94,20.33,Net Banking,Neha,Home Office,Retail,Yes
2990,2025-03-31,2025-04-02,C3294,Customer 2197,Female,22,Delhi,Delhi,North,P427,Chair,Furniture,Office,4,104.82,0.1,377.35,293.5,83.85,UPI,Amit,Consumer,Online,No
2991,2024-06-09,2024-06-12,C9358,Customer 1942,Female,18,Bengaluru,Karnataka,South,P836,Laptop,Electronics,Computers,2,784.27,0.2,1254.83,1097.98,156.85,UPI,Amit,Consumer,Online,No
2992,2024-03-30,2024-04-04,C3083,Customer 91,Male,49,Mumbai,Maharashtra,West,P364,Chair,Furniture,Office,2,135.44,0.0,270.88,189.62,81.26,Credit Card,Rahul,Home Office,Retail,Yes
2993,2024-12-05,2024-12-09,C8746,Customer 1668,Male,42,Hyderabad,Telangana,South,P675,Headphones,Electronics,Audio,4,70.92,0.05,269.5,198.58,70.92,Net Banking,Karan,Corporate,Retail,Yes
2994,2025-06-07,2025-06-11,C7056,Customer 730,Male,56,Kolkata,West Bengal,East,P149,Headphones,Electronics,Audio,4,65.35,0.05,248.33,182.98,65.35,Cash,Amit,Corporate,Retail,Yes
2995,2025-02-25,2025-03-04,C4335,Customer 1955,Male,57,Mumbai,Maharashtra,West,P965,Desk,Furniture,Office,2,214.87,0.0,429.74,300.82,128.92,UPI,Karan,Consumer,Online,No
2996,2025-07-02,2025-07-09,C5704,Customer 777,Female,37,Mumbai,Maharashtra,West,P312,Headphones,Electronics,Audio,4,92.59,0.15,314.81,259.25,55.56,Cash,Rahul,Home Office,Online,Yes
2997,2025-11-04,2025-11-07,C7108,Customer 1724,Male,41,Chennai,Tamil Nadu,South,P132,Chair,Furniture,Office,10,142.8,0.1,1285.2,999.6,285.6,Net Banking,Karan,Corporate,Online,No
2998,2025-01-25,2025-01-31,C8846,Customer 1683,Male,33,Pune,Maharashtra,West,P789,Printer,Electronics,Office,2,182.46,0.2,291.94,255.44,36.5,Credit Card,Neha,Consumer,Online,No
2999,2024-06-08,2024-06-15,C9604,Customer 2587,Male,24,Kolkata,West Bengal,East,P777,Phone,Electronics,Mobiles,4,562.59,0.2,1800.29,1575.25,225.04,Net Banking,Priya,Consumer,Online,No
3000,2024-01-28,2024-02-02,C1094,Customer 100,Female,33,Chennai,Tamil Nadu,South,P893,Printer,Electronics,Office,3,179.69,0.1,485.16,377.35,107.81,Net Banking,Priya,Corporate,Retail,No
3001,2025-04-23,2025-04-24,C8603,Customer 1289,Female,64,Kolkata,West Bengal,East,P618,Desk,Furniture,Office,3,238.87,0.05,680.78,501.63,179.15,Net Banking,Priya,Corporate,Online,No
3002,2025-05-30,2025-05-31,C9615,Customer 604,Male,30,Delhi,Delhi,North,P974,Phone,Electronics,Mobiles,8,438.71,0.0,3509.68,2456.78,1052.9,Credit Card,Karan,Corporate,Online,Yes
3003,2025-09-15,2025-09-22,C1825,Customer 2585,Female,41,Hyderabad,Telangana,South,P201,Headphones,Electronics,Audio,3,73.43,0.15,187.25,154.2,33.05,Net Banking,Sneha,Corporate,Online,Yes
3004,2024-01-04,2024-01-09,C8543,Customer 2161,Male,50,Hyderabad,Telangana,South,P764,Printer,Electronics,Office,7,204.44,0.15,1216.42,1001.76,214.66,Credit Card,Priya,Home Office,Retail,Yes
3005,2024-01-15,2024-01-19,C2037,Customer 654,Female,55,Kolkata,West Bengal,East,P148,Desk,Furniture,Office,9,268.09,0.2,1930.25,1688.97,241.28,UPI,Sneha,Consumer,Retail,Yes
3006,2025-07-11,2025-07-17,C7918,Customer 2237,Male,61,Delhi,Delhi,North,P560,Desk,Furniture,Office,6,250.36,0.0,1502.16,1051.51,450.65,Net Banking,Neha,Consumer,Retail,Yes
3007,2025-11-12,2025-11-17,C3020,Customer 170,Male,51,Hyderabad,Telangana,South,P317,Desk,Furniture,Office,10,244.29,0.05,2320.76,1710.03,610.73,UPI,Karan,Home Office,Online,No
3008,2024-09-21,2024-09-24,C9748,Customer 1011,Male,34,Hyderabad,Telangana,South,P526,Desk,Furniture,Office,9,257.35,0.1,2084.54,1621.31,463.23,UPI,Karan,Corporate,Retail,Yes
3009,2025-01-31,2025-02-01,C1484,Customer 1730,Female,65,Pune,Maharashtra,West,P844,Laptop,Electronics,Computers,4,579.67,0.2,1854.94,1623.08,231.86,Cash,Rahul,Consumer,Retail,No
3010,2025-10-12,2025-10-18,C1141,Customer 2879,Male,46,Delhi,Delhi,North,P636,Phone,Electronics,Mobiles,1,506.24,0.2,404.99,354.37,50.62,Debit Card,Sneha,Corporate,Online,No
3011,2024-04-19,2024-04-21,C5707,Customer 329,Female,38,Bengaluru,Karnataka,South,P598,Printer,Electronics,Office,9,181.98,0.0,1637.82,1146.47,491.35,Net Banking,Sneha,Consumer,Online,No
3012,2024-07-24,2024-07-30,C8831,Customer 2739,Female,42,Mumbai,Maharashtra,West,P240,Chair,Furniture,Office,3,142.71,0.0,428.13,299.69,128.44,UPI,Priya,Home Office,Retail,No
3013,2024-09-09,2024-09-11,C8365,Customer 926,Male,40,Kolkata,West Bengal,East,P764,Laptop,Electronics,Computers,8,833.29,0.05,6333.0,4666.42,1666.58,Net Banking,Priya,Corporate,Retail,Yes
3014,2024-02-02,2024-02-07,C5146,Customer 56,Male,39,Delhi,Delhi,North,P552,Laptop,Electronics,Computers,8,705.84,0.15,4799.71,3952.7,847.01,Cash,Rahul,Corporate,Retail,Yes
3015,2024-04-29,2024-05-04,C8003,Customer 1405,Male,38,Hyderabad,Telangana,South,P451,Printer,Electronics,Office,8,180.79,0.1,1301.69,1012.42,289.27,UPI,Neha,Corporate,Retail,No
3016,2025-02-15,2025-02-19,C8589,Customer 664,Male,63,Pune,Maharashtra,West,P530,Headphones,Electronics,Audio,3,82.32,0.0,246.96,172.87,74.09,Cash,Karan,Corporate,Online,No
